date,Start (ET),away_team,PTS,home_team,PTS.1,Arena,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
10/30/21,7:00p,Orlando Magic,103,Detroit Pistons,110,Little Caesars Arena,Detroit Pistons,,Orlando Magic,Detroit Pistons,Orlando Magic,Eastern,Central,Eastern,Southeast,Central,Southeast,Eastern,Eastern,Sat,7:00:00 PM,19:00:00,N,10/30/21,Detroit PistonsOrlando Magic2021-10-30
10/30/21,7:00p,New York Knicks,123,New Orleans Pelicans,117,Smoothie King Center,New York Knicks,@,New Orleans Pelicans,New Orleans Pelicans,New York Knicks,Western,Southwest,Western,Atlantic,Southwest,Atlantic,Western,Eastern,Sat,7:00:00 PM,19:00:00,N,10/30/21,New Orleans PelicansNew York Knicks2021-10-30
10/30/21,7:30p,Toronto Raptors,97,Indiana Pacers,94,Gainbridge Fieldhouse,Toronto Raptors,@,Indiana Pacers,Indiana Pacers,Toronto Raptors,Eastern,Central,Eastern,Atlantic,Central,Atlantic,Eastern,Eastern,Sat,7:30:00 PM,19:30:00,N,10/30/21,Indiana PacersToronto Raptors2021-10-30
10/30/21,7:30p,Atlanta Hawks,94,Philadelphia 76ers,122,Wells Fargo Center,Philadelphia 76ers,,Atlanta Hawks,Atlanta Hawks,Philadelphia 76ers,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Sat,7:30:00 PM,19:30:00,N,10/30/21,Atlanta HawksPhiladelphia 76ers2021-10-30
10/30/21,8:00p,Utah Jazz,99,Chicago Bulls,107,United Center,Chicago Bulls,,Utah Jazz,Chicago Bulls,Utah Jazz,Eastern,Central,Western,Northwest,Central,Northwest,Eastern,Western,Sat,8:00:00 PM,20:00:00,N,10/30/21,Chicago BullsUtah Jazz2021-10-30
10/30/21,8:00p,Miami Heat,129,Memphis Grizzlies,103,FedEx Forum,Miami Heat,@,Memphis Grizzlies,Memphis Grizzlies,Miami Heat,Western,Southwest,Western,Southeast,Southwest,Southeast,Western,Eastern,Sat,8:00:00 PM,20:00:00,N,10/30/21,Memphis GrizzliesMiami Heat2021-10-30
10/30/21,8:00p,San Antonio Spurs,102,Milwaukee Bucks,93,Fiserv Forum,San Antonio Spurs,@,Milwaukee Bucks,Milwaukee Bucks,San Antonio Spurs,Eastern,Central,Eastern,Southwest,Central,Southwest,Eastern,Western,Sat,8:00:00 PM,20:00:00,N,10/30/21,Milwaukee BucksSan Antonio Spurs2021-10-30
10/30/21,8:30p,Oklahoma City Thunder,82,Golden State Warriors,103,Chase Center,Golden State Warriors,,Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Sat,8:30:00 PM,20:30:00,N,10/30/21,Golden State WarriorsOklahoma City Thunder2021-10-30
10/30/21,9:00p,Denver Nuggets,93,Minnesota Timberwolves,91,Target Center,Denver Nuggets,@,Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Sat,9:00:00 PM,21:00:00,N,10/30/21,Denver NuggetsMinnesota Timberwolves2021-10-30
10/30/21,10:00p,Cleveland Cavaliers,92,Phoenix Suns,101,Phoenix Suns Arena,Phoenix Suns,,Cleveland Cavaliers,Cleveland Cavaliers,Phoenix Suns,Western,Pacific,Western,Central,Central,Pacific,Western,Western,Sat,10:00:00 PM,22:00:00,N,10/30/21,Cleveland CavaliersPhoenix Suns2021-10-30
10/31/21,3:30p,Sacramento Kings,99,Dallas Mavericks,105,American Airlines Center,Dallas Mavericks,,Sacramento Kings,Dallas Mavericks,Sacramento Kings,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Sun,3:30:00 PM,15:30:00,D,10/31/21,Dallas MavericksSacramento Kings2021-10-31
10/31/21,7:00p,Portland Trail Blazers,113,Charlotte Hornets,125,Spectrum Center,Charlotte Hornets,,Portland Trail Blazers,Charlotte Hornets,Portland Trail Blazers,Eastern,Southeast,Western,Northwest,Southeast,Northwest,Eastern,Western,Sun,7:00:00 PM,19:00:00,N,10/31/21,Charlotte HornetsPortland Trail Blazers2021-10-31
10/31/21,7:00p,Utah Jazz,107,Milwaukee Bucks,95,Fiserv Forum,Utah Jazz,@,Milwaukee Bucks,Milwaukee Bucks,Utah Jazz,Eastern,Central,Eastern,Northwest,Central,Northwest,Eastern,Western,Sun,7:00:00 PM,19:00:00,N,10/31/21,Milwaukee BucksUtah Jazz2021-10-31
10/31/21,7:30p,Detroit Pistons,91,Brooklyn Nets,117,Barclays Center,Brooklyn Nets,,Detroit Pistons,Brooklyn Nets,Detroit Pistons,Eastern,Atlantic,Eastern,Central,Atlantic,Central,Eastern,Eastern,Sun,7:30:00 PM,19:30:00,N,10/31/21,Brooklyn NetsDetroit Pistons2021-10-31
10/31/21,10:30p,Houston Rockets,85,Los Angeles Lakers,95,Crypto.com Arena,Los Angeles Lakers,,Houston Rockets,Houston Rockets,Los Angeles Lakers,Western,Pacific,Western,Southwest,Southwest,Pacific,Western,Western,Sun,10:30:00 PM,22:30:00,N,10/31/21,Houston RocketsLos Angeles Lakers2021-10-31
3/1/22,7:00p,Detroit Pistons,113,Washington Wizards,116,Capital One Arena,Washington Wizards,,Detroit Pistons,Detroit Pistons,Washington Wizards,Eastern,Southeast,Eastern,Central,Central,Southeast,Eastern,Eastern,Tue,7:00:00 PM,19:00:00,N,3/1/22,Detroit PistonsWashington Wizards2022-03-01
3/1/22,7:30p,Atlanta Hawks,98,Boston Celtics,107,TD Garden,Boston Celtics,,Atlanta Hawks,Atlanta Hawks,Boston Celtics,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Tue,7:30:00 PM,19:30:00,N,3/1/22,Atlanta HawksBoston Celtics2022-03-01
3/1/22,7:30p,Brooklyn Nets,108,Toronto Raptors,109,Scotiabank Arena,Toronto Raptors,,Brooklyn Nets,Brooklyn Nets,Toronto Raptors,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Tue,7:30:00 PM,19:30:00,N,3/1/22,Brooklyn NetsToronto Raptors2022-03-01
3/1/22,8:00p,Los Angeles Clippers,113,Houston Rockets,100,Toyota Center,Los Angeles Clippers,@,Houston Rockets,Houston Rockets,Los Angeles Clippers,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Tue,8:00:00 PM,20:00:00,N,3/1/22,Houston RocketsLos Angeles Clippers2022-03-01
3/1/22,8:00p,Golden State Warriors,114,Minnesota Timberwolves,129,Target Center,Minnesota Timberwolves,,Golden State Warriors,Golden State Warriors,Minnesota Timberwolves,Western,Northwest,Western,Pacific,Pacific,Northwest,Western,Western,Tue,8:00:00 PM,20:00:00,N,3/1/22,Golden State WarriorsMinnesota Timberwolves2022-03-01
3/1/22,10:00p,Dallas Mavericks,109,Los Angeles Lakers,104,Crypto.com Arena,Dallas Mavericks,@,Los Angeles Lakers,Dallas Mavericks,Los Angeles Lakers,Western,Pacific,Western,Southwest,Southwest,Pacific,Western,Western,Tue,10:00:00 PM,22:00:00,N,3/1/22,Dallas MavericksLos Angeles Lakers2022-03-01
3/2/22,7:00p,Charlotte Hornets,119,Cleveland Cavaliers,98,Rocket Mortgage Fieldhouse,Charlotte Hornets,@,Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,Western,Central,Western,Southeast,Southeast,Central,Eastern,Western,Wed,7:00:00 PM,19:00:00,N,3/2/22,Charlotte HornetsCleveland Cavaliers2022-03-02
3/2/22,7:00p,Indiana Pacers,122,Orlando Magic,114,Amway Center,Indiana Pacers,@,Orlando Magic,Indiana Pacers,Orlando Magic,Eastern,Southeast,Eastern,Central,Central,Southeast,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,3/2/22,Indiana PacersOrlando Magic2022-03-02
3/2/22,7:30p,New York Knicks,108,Philadelphia 76ers,123,Wells Fargo Center,Philadelphia 76ers,,New York Knicks,New York Knicks,Philadelphia 76ers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Wed,7:30:00 PM,19:30:00,N,3/2/22,New York KnicksPhiladelphia 76ers2022-03-02
3/2/22,8:00p,Utah Jazz,132,Houston Rockets,127,Toyota Center,Utah Jazz,@,Houston Rockets,Houston Rockets,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Wed,8:00:00 PM,20:00:00,N,3/2/22,Houston RocketsUtah Jazz2022-03-02
3/2/22,8:00p,Miami Heat,119,Milwaukee Bucks,120,Fiserv Forum,Milwaukee Bucks,,Miami Heat,Miami Heat,Milwaukee Bucks,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Wed,8:00:00 PM,20:00:00,N,3/2/22,Miami HeatMilwaukee Bucks2022-03-02
3/2/22,8:00p,Sacramento Kings,95,New Orleans Pelicans,125,Smoothie King Center,New Orleans Pelicans,,Sacramento Kings,New Orleans Pelicans,Sacramento Kings,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Wed,8:00:00 PM,20:00:00,N,3/2/22,New Orleans PelicansSacramento Kings2022-03-02
3/2/22,9:00p,Oklahoma City Thunder,119,Denver Nuggets,107,Ball Arena,Oklahoma City Thunder,@,Denver Nuggets,Denver Nuggets,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Wed,9:00:00 PM,21:00:00,N,3/2/22,Denver NuggetsOklahoma City Thunder2022-03-02
3/2/22,10:00p,Portland Trail Blazers,90,Phoenix Suns,120,Phoenix Suns Arena,Phoenix Suns,,Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,Western,Pacific,Western,Northwest,Pacific,Northwest,Western,Western,Wed,10:00:00 PM,22:00:00,N,3/2/22,Phoenix SunsPortland Trail Blazers2022-03-02
3/3/22,7:00p,Chicago Bulls,124,Atlanta Hawks,130,State Farm Arena,Atlanta Hawks,,Chicago Bulls,Atlanta Hawks,Chicago Bulls,Eastern,Southeast,Eastern,Central,Southeast,Central,Eastern,Eastern,Thu,7:00:00 PM,19:00:00,N,3/3/22,Atlanta HawksChicago Bulls2022-03-03
3/3/22,7:30p,Memphis Grizzlies,107,Boston Celtics,120,TD Garden,Boston Celtics,,Memphis Grizzlies,Boston Celtics,Memphis Grizzlies,Eastern,Atlantic,Western,Southwest,Atlantic,Southwest,Eastern,Western,Thu,7:30:00 PM,19:30:00,N,3/3/22,Boston CelticsMemphis Grizzlies2022-03-03
3/3/22,7:30p,Miami Heat,113,Brooklyn Nets,107,Barclays Center,Miami Heat,@,Brooklyn Nets,Brooklyn Nets,Miami Heat,Eastern,Atlantic,Eastern,Southeast,Atlantic,Southeast,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,3/3/22,Brooklyn NetsMiami Heat2022-03-03
3/3/22,7:30p,Detroit Pistons,108,Toronto Raptors,106,Scotiabank Arena,Detroit Pistons,@,Toronto Raptors,Detroit Pistons,Toronto Raptors,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Thu,7:30:00 PM,19:30:00,N,3/3/22,Detroit PistonsToronto Raptors2022-03-03
3/3/22,8:30p,Golden State Warriors,113,Dallas Mavericks,122,American Airlines Center,Dallas Mavericks,,Golden State Warriors,Dallas Mavericks,Golden State Warriors,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Thu,8:30:00 PM,20:30:00,N,3/3/22,Dallas MavericksGolden State Warriors2022-03-03
3/3/22,8:30p,Sacramento Kings,115,San Antonio Spurs,112,AT&T Center,Sacramento Kings,@,San Antonio Spurs,Sacramento Kings,San Antonio Spurs,Western,Southwest,Western,Pacific,Pacific,Southwest,Western,Western,Thu,8:30:00 PM,20:30:00,N,3/3/22,Sacramento KingsSan Antonio Spurs2022-03-03
3/3/22,10:00p,Los Angeles Lakers,111,Los Angeles Clippers,132,Crypto.com Arena,Los Angeles Clippers,,Los Angeles Lakers,Los Angeles Clippers,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Thu,10:00:00 PM,22:00:00,N,3/3/22,Los Angeles ClippersLos Angeles Lakers2022-03-03
3/4/22,7:00p,Indiana Pacers,106,Detroit Pistons,111,Little Caesars Arena,Detroit Pistons,,Indiana Pacers,Detroit Pistons,Indiana Pacers,Eastern,Central,Eastern,Central,Central,Central,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,3/4/22,Detroit PistonsIndiana Pacers2022-03-04
3/4/22,7:00p,Cleveland Cavaliers,119,Philadelphia 76ers,125,Wells Fargo Center,Philadelphia 76ers,,Cleveland Cavaliers,Cleveland Cavaliers,Philadelphia 76ers,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,Fri,7:00:00 PM,19:00:00,N,3/4/22,Cleveland CavaliersPhiladelphia 76ers2022-03-04
3/4/22,7:00p,Atlanta Hawks,117,Washington Wizards,114,Capital One Arena,Atlanta Hawks,@,Washington Wizards,Atlanta Hawks,Washington Wizards,Eastern,Southeast,Eastern,Southeast,Southeast,Southeast,Eastern,Eastern,Fri,7:00:00 PM,19:00:00,N,3/4/22,Atlanta HawksWashington Wizards2022-03-04
3/4/22,7:30p,Milwaukee Bucks,118,Chicago Bulls,112,United Center,Milwaukee Bucks,@,Chicago Bulls,Chicago Bulls,Milwaukee Bucks,Eastern,Central,Eastern,Central,Central,Central,Eastern,Eastern,Fri,7:30:00 PM,19:30:00,N,3/4/22,Chicago BullsMilwaukee Bucks2022-03-04
3/4/22,7:30p,Orlando Magic,103,Toronto Raptors,97,Scotiabank Arena,Orlando Magic,@,Toronto Raptors,Orlando Magic,Toronto Raptors,Eastern,Atlantic,Eastern,Southeast,Southeast,Atlantic,Eastern,Eastern,Fri,7:30:00 PM,19:30:00,N,3/4/22,Orlando MagicToronto Raptors2022-03-04
3/4/22,8:00p,Utah Jazz,90,New Orleans Pelicans,124,Smoothie King Center,New Orleans Pelicans,,Utah Jazz,New Orleans Pelicans,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Fri,8:00:00 PM,20:00:00,N,3/4/22,New Orleans PelicansUtah Jazz2022-03-04
3/4/22,8:00p,Minnesota Timberwolves,138,Oklahoma City Thunder,101,Paycom Center,Minnesota Timberwolves,@,Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Fri,8:00:00 PM,20:00:00,N,3/4/22,Minnesota TimberwolvesOklahoma City Thunder2022-03-04
3/4/22,9:00p,Houston Rockets,101,Denver Nuggets,116,Ball Arena,Denver Nuggets,,Houston Rockets,Denver Nuggets,Houston Rockets,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Fri,9:00:00 PM,21:00:00,N,3/4/22,Denver NuggetsHouston Rockets2022-03-04
3/4/22,10:00p,New York Knicks,114,Phoenix Suns,115,Phoenix Suns Arena,Phoenix Suns,,New York Knicks,New York Knicks,Phoenix Suns,Western,Pacific,Eastern,Atlantic,Atlantic,Pacific,Eastern,Western,Fri,10:00:00 PM,22:00:00,N,3/4/22,New York KnicksPhoenix Suns2022-03-04
3/5/22,5:00p,Sacramento Kings,113,Dallas Mavericks,114,American Airlines Center,Dallas Mavericks,,Sacramento Kings,Dallas Mavericks,Sacramento Kings,Western,Southwest,Western,Pacific,Southwest,Pacific,Western,Western,Sat,5:00:00 PM,17:00:00,D,3/5/22,Dallas MavericksSacramento Kings2022-03-05
3/5/22,7:00p,San Antonio Spurs,117,Charlotte Hornets,123,Spectrum Center,Charlotte Hornets,,San Antonio Spurs,Charlotte Hornets,San Antonio Spurs,Eastern,Southeast,Western,Southwest,Southeast,Southwest,Eastern,Western,Sat,7:00:00 PM,19:00:00,N,3/5/22,Charlotte HornetsSan Antonio Spurs2022-03-05
3/5/22,8:00p,Orlando Magic,96,Memphis Grizzlies,124,FedEx Forum,Memphis Grizzlies,,Orlando Magic,Memphis Grizzlies,Orlando Magic,Western,Southwest,Eastern,Southeast,Southwest,Southeast,Western,Eastern,Sat,8:00:00 PM,20:00:00,N,3/5/22,Memphis GrizzliesOrlando Magic2022-03-05
3/5/22,8:00p,Philadelphia 76ers,82,Miami Heat,99,FTX Arena,Miami Heat,,Philadelphia 76ers,Miami Heat,Philadelphia 76ers,Eastern,Southeast,Eastern,Atlantic,Southeast,Atlantic,Eastern,Eastern,Sat,8:00:00 PM,20:00:00,N,3/5/22,Miami HeatPhiladelphia 76ers2022-03-05
3/5/22,8:00p,Portland Trail Blazers,121,Minnesota Timberwolves,135,Target Center,Minnesota Timberwolves,,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Sat,8:00:00 PM,20:00:00,N,3/5/22,Minnesota TimberwolvesPortland Trail Blazers2022-03-05
3/5/22,8:30p,Golden State Warriors,116,Los Angeles Lakers,124,Crypto.com Arena,Los Angeles Lakers,,Golden State Warriors,Golden State Warriors,Los Angeles Lakers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Sat,8:30:00 PM,20:30:00,N,3/5/22,Golden State WarriorsLos Angeles Lakers2022-03-05
3/6/22,1:00p,Brooklyn Nets,120,Boston Celtics,126,TD Garden,Boston Celtics,,Brooklyn Nets,Boston Celtics,Brooklyn Nets,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,Sun,1:00:00 PM,13:00:00,D,3/6/22,Boston CelticsBrooklyn Nets2022-03-06
3/6/22,3:30p,Phoenix Suns,122,Milwaukee Bucks,132,Fiserv Forum,Milwaukee Bucks,,Phoenix Suns,Milwaukee Bucks,Phoenix Suns,Eastern,Central,Western,Pacific,Central,Pacific,Eastern,Western,Sun,3:30:00 PM,15:30:00,D,3/6/22,Milwaukee BucksPhoenix Suns2022-03-06
3/6/22,6:00p,Indiana Pacers,123,Washington Wizards,133,Capital One Arena,Washington Wizards,,Indiana Pacers,Indiana Pacers,Washington Wizards,Eastern,Southeast,Eastern,Central,Central,Southeast,Eastern,Eastern,Sun,6:00:00 PM,18:00:00,N,3/6/22,Indiana PacersWashington Wizards2022-03-06
3/6/22,7:00p,Memphis Grizzlies,112,Houston Rockets,123,Toyota Center,Houston Rockets,,Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Sun,7:00:00 PM,19:00:00,N,3/6/22,Houston RocketsMemphis Grizzlies2022-03-06
3/6/22,7:00p,Utah Jazz,116,Oklahoma City Thunder,103,Paycom Center,Utah Jazz,@,Oklahoma City Thunder,Oklahoma City Thunder,Utah Jazz,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Sun,7:00:00 PM,19:00:00,N,3/6/22,Oklahoma City ThunderUtah Jazz2022-03-06
3/6/22,7:30p,Toronto Raptors,96,Cleveland Cavaliers,104,Rocket Mortgage Fieldhouse,Cleveland Cavaliers,,Toronto Raptors,Cleveland Cavaliers,Toronto Raptors,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,Sun,7:30:00 PM,19:30:00,N,3/6/22,Cleveland CavaliersToronto Raptors2022-03-06
3/6/22,8:00p,New Orleans Pelicans,130,Denver Nuggets,138,Ball Arena,Denver Nuggets,,New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,Western,Northwest,Western,Southwest,Northwest,Southwest,Western,Western,Sun,8:00:00 PM,20:00:00,N,3/6/22,Denver NuggetsNew Orleans Pelicans2022-03-06
3/6/22,10:00p,New York Knicks,116,Los Angeles Clippers,93,Crypto.com Arena,New York Knicks,@,Los Angeles Clippers,Los Angeles Clippers,New York Knicks,Western,Pacific,Western,Atlantic,Pacific,Atlantic,Western,Eastern,Sun,10:00:00 PM,22:00:00,N,3/6/22,Los Angeles ClippersNew York Knicks2022-03-06
3/7/22,7:00p,Atlanta Hawks,110,Detroit Pistons,113,Little Caesars Arena,Detroit Pistons,,Atlanta Hawks,Atlanta Hawks,Detroit Pistons,Eastern,Central,Eastern,Southeast,Southeast,Central,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,3/7/22,Atlanta HawksDetroit Pistons2022-03-07
3/7/22,7:00p,Chicago Bulls,106,Philadelphia 76ers,121,Wells Fargo Center,Philadelphia 76ers,,Chicago Bulls,Chicago Bulls,Philadelphia 76ers,Eastern,Atlantic,Eastern,Central,Central,Atlantic,Eastern,Eastern,Mon,7:00:00 PM,19:00:00,N,3/7/22,Chicago BullsPhiladelphia 76ers2022-03-07
3/7/22,7:30p,Houston Rockets,106,Miami Heat,123,FTX Arena,Miami Heat,,Houston Rockets,Houston Rockets,Miami Heat,Eastern,Southeast,Western,Southwest,Southwest,Southeast,Western,Eastern,Mon,7:30:00 PM,19:30:00,N,3/7/22,Houston RocketsMiami Heat2022-03-07
3/7/22,8:00p,Portland Trail Blazers,81,Minnesota Timberwolves,124,Target Center,Minnesota Timberwolves,,Portland Trail Blazers,Minnesota Timberwolves,Portland Trail Blazers,Western,Northwest,Western,Northwest,Northwest,Northwest,Western,Western,Mon,8:00:00 PM,20:00:00,N,3/7/22,Minnesota TimberwolvesPortland Trail Blazers2022-03-07
3/7/22,8:30p,Utah Jazz,103,Dallas Mavericks,111,American Airlines Center,Dallas Mavericks,,Utah Jazz,Dallas Mavericks,Utah Jazz,Western,Southwest,Western,Northwest,Southwest,Northwest,Western,Western,Mon,8:30:00 PM,20:30:00,N,3/7/22,Dallas MavericksUtah Jazz2022-03-07
3/7/22,8:30p,Los Angeles Lakers,110,San Antonio Spurs,117,AT&T Center,San Antonio Spurs,,Los Angeles Lakers,Los Angeles Lakers,San Antonio Spurs,Western,Southwest,Western,Pacific,Pacific,Southwest,Western,Western,Mon,8:30:00 PM,20:30:00,N,3/7/22,Los Angeles LakersSan Antonio Spurs2022-03-07
3/7/22,9:00p,Golden State Warriors,124,Denver Nuggets,131,Ball Arena,Denver Nuggets,,Golden State Warriors,Denver Nuggets,Golden State Warriors,Western,Northwest,Western,Pacific,Northwest,Pacific,Western,Western,Mon,9:00:00 PM,21:00:00,N,3/7/22,Denver NuggetsGolden State Warriors2022-03-07
3/7/22,10:30p,New York Knicks,131,Sacramento Kings,115,Golden 1 Center,New York Knicks,@,Sacramento Kings,New York Knicks,Sacramento Kings,Western,Pacific,Western,Atlantic,Atlantic,Pacific,Eastern,Western,Mon,10:30:00 PM,22:30:00,N,3/7/22,New York KnicksSacramento Kings2022-03-07
3/8/22,7:00p,Brooklyn Nets,132,Charlotte Hornets,121,Spectrum Center,Brooklyn Nets,@,Charlotte Hornets,Brooklyn Nets,Charlotte Hornets,Eastern,Southeast,Eastern,Atlantic,Atlantic,Southeast,Eastern,Eastern,Tue,7:00:00 PM,19:00:00,N,3/8/22,Brooklyn NetsCharlotte Hornets2022-03-08
3/8/22,7:00p,Cleveland Cavaliers,127,Indiana Pacers,124,Gainbridge Fieldhouse,Cleveland Cavaliers,@,Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,Eastern,Central,Eastern,Central,Central,Central,Western,Eastern,Tue,7:00:00 PM,19:00:00,N,3/8/22,Cleveland CavaliersIndiana Pacers2022-03-08
3/8/22,7:00p,Phoenix Suns,102,Orlando Magic,99,Amway Center,Phoenix Suns,@,Orlando Magic,Orlando Magic,Phoenix Suns,Eastern,Southeast,Eastern,Pacific,Southeast,Pacific,Eastern,Western,Tue,7:00:00 PM,19:00:00,N,3/8/22,Orlando MagicPhoenix Suns2022-03-08
3/8/22,7:30p,New Orleans Pelicans,111,Memphis Grizzlies,132,FedEx Forum,Memphis Grizzlies,,New Orleans Pelicans,Memphis Grizzlies,New Orleans Pelicans,Western,Southwest,Western,Southwest,Southwest,Southwest,Western,Western,Tue,7:30:00 PM,19:30:00,N,3/8/22,Memphis GrizzliesNew Orleans Pelicans2022-03-08
3/8/22,8:00p,Milwaukee Bucks,142,Oklahoma City Thunder,115,Paycom Center,Milwaukee Bucks,@,Oklahoma City Thunder,Milwaukee Bucks,Oklahoma City Thunder,Western,Northwest,Western,Central,Central,Northwest,Eastern,Western,Tue,8:00:00 PM,20:00:00,N,3/8/22,Milwaukee BucksOklahoma City Thunder2022-03-08
3/8/22,10:00p,Los Angeles Clippers,97,Golden State Warriors,112,Chase Center,Golden State Warriors,,Los Angeles Clippers,Golden State Warriors,Los Angeles Clippers,Western,Pacific,Western,Pacific,Pacific,Pacific,Western,Western,Tue,10:00:00 PM,22:00:00,N,3/8/22,Golden State WarriorsLos Angeles Clippers2022-03-08
3/9/22,7:00p,Boston Celtics,115,Charlotte Hornets,101,Spectrum Center,Boston Celtics,@,Charlotte Hornets,Boston Celtics,Charlotte Hornets,Eastern,Southeast,Eastern,Atlantic,Atlantic,Southeast,Eastern,Eastern,Wed,7:00:00 PM,19:00:00,N,3/9/22,Boston CelticsCharlotte Hornets2022-03-09
