team_1,barstool_1_odds,barstool_1_time,betclic_1_odds,betclic_1_time,betfair_1_odds,betfair_1_time,betfred_1_odds,betfred_1_time,betmgm_1_odds,betmgm_1_time,betonlineag_1_odds,betonlineag_1_time,betrivers_1_odds,betrivers_1_time,betsson_1_odds,betsson_1_time,betus_1_odds,betus_1_time,betvictor_1_odds,betvictor_1_time,betway_1_odds,betway_1_time,bovada_1_odds,bovada_1_time,casumo_1_odds,casumo_1_time,circasports_1_odds,circasports_1_time,coral_1_odds,coral_1_time,draftkings_1_odds,draftkings_1_time,fanduel_1_odds,fanduel_1_time,foxbet_1_odds,foxbet_1_time,gtbets_1_odds,gtbets_1_time,intertops_1_odds,intertops_1_time,ladbrokes_1_odds,ladbrokes_1_time,livescorebet_1_odds,livescorebet_1_time,lowvig_1_odds,lowvig_1_time,marathonbet_1_odds,marathonbet_1_time,matchbook_1_odds,matchbook_1_time,mrgreen_1_odds,mrgreen_1_time,mybookieag_1_odds,mybookieag_1_time,nordicbet_1_odds,nordicbet_1_time,onexbet_1_odds,onexbet_1_time,paddypower_1_odds,paddypower_1_time,pinnacle_1_odds,pinnacle_1_time,pointsbetus_1_odds,pointsbetus_1_time,sport888_1_odds,sport888_1_time,sugarhouse_1_odds,sugarhouse_1_time,superbook_1_odds,superbook_1_time,twinspires_1_odds,twinspires_1_time,unibet_eu_1_odds,unibet_eu_1_time,unibet_uk_1_odds,unibet_uk_1_time,unibet_us_1_odds,unibet_us_1_time,virginbet_1_odds,virginbet_1_time,williamhill_us_1_odds,williamhill_us_1_time,wynnbet_1_odds,wynnbet_1_time,team_1_division,team_1_conference,game_id,commence_time,my_game_id,hour_of_start,week,day_of_week,home_away_neutral,home_team_division,away_team_division,team_1_division,team_2_division,home_team_conference,away_team_conference,day_night,snapshot_time,minutes_since_commence,target,opponent,this_team_division,opponent_team_division,this_team_conference,opponent_team_conference,home_away,average_market_odds_old,highest_bettable_odds,average_market_odds_recent,ev
Tennessee Titans,1.69,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.69,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.72,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.67,2023-09-10 11:50:48,1.67,2023-09-10 11:50:53,1.69,2023-09-10 11:51:17,1.73,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.67,2023-09-10 11:50:27,1.71,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.67,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.7,2023-09-10 11:51:27,1.65,2023-09-10 11:51:17,1.72,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.73,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,1.69,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.73,2023-09-10 11:51:26,1.73,2023-09-10 11:51:29,1.72,2023-09-10 11:51:27,1.73,2023-09-10 11:51:21,1.67,2023-09-10 11:51:17,1.67,2023-09-10 11:51:16,1.67,2023-09-10 11:51:17,AFC,South,bbe791f371726d950a509d928f4c65cd,2023-09-10 10:02:00,New Orleans SaintsTennessee Titans2023-09-10,10,1.0,Sun,@,NFC,AFC,NFC,AFC,South,South,D,2023-09-10 11:51:31,109.51666666666667,0,New Orleans Saints,AFC,NFC,South,South,0,1.6963636363636363,1.73,1.6963636363636367,2.0
Green Bay Packers,2.0,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 11:51:22,1.99,2023-09-10 11:50:59,2.02,2023-09-10 11:51:21,2.01,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,2.0,2023-09-10 11:50:48,2.05,2023-09-10 11:50:53,1.95,2023-09-10 11:51:17,1.94,2023-09-10 11:51:27,0.0,1970-01-01,2.0,2023-09-10 11:50:52,1.95,2023-09-10 11:50:27,2.06,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 11:51:27,1.99,2023-09-10 11:51:01,1.94,2023-09-10 11:51:26,2.06,2023-09-10 11:51:21,1.93,2023-09-10 11:51:27,2.0,2023-09-10 11:51:17,2.01,2023-09-10 11:51:27,2.0,2023-09-10 11:51:27,2.0,2023-09-10 11:51:21,2.02,2023-09-10 11:51:16,1.95,2023-09-10 11:51:21,2.0,2023-09-10 11:51:16,0.0,1970-01-01,2.0,2023-09-10 11:51:21,1.94,2023-09-10 11:51:26,2.02,2023-09-10 11:51:29,1.94,2023-09-10 11:51:27,1.94,2023-09-10 11:51:21,2.0,2023-09-10 11:51:17,2.0,2023-09-10 11:51:16,2.06,2023-09-10 11:51:17,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 11:51:31,-93.48333333333333,0,Chicago Bears,NFC,NFC,North,North,0,1.9928125,2.06,1.9928125,3.4
Miami Dolphins,2.35,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 11:51:22,2.39,2023-09-10 11:50:59,2.42,2023-09-10 11:51:21,2.35,2023-09-10 11:51:27,2.35,2023-09-10 11:51:11,2.3,2023-09-10 11:50:48,2.38,2023-09-10 11:50:53,2.4,2023-09-10 11:51:17,2.38,2023-09-10 11:51:27,0.0,1970-01-01,2.37,2023-09-10 11:50:52,2.3,2023-09-10 11:50:27,2.4,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 11:51:27,2.39,2023-09-10 11:51:01,2.36,2023-09-10 11:51:26,2.46,2023-09-10 11:51:21,2.38,2023-09-10 11:51:27,2.32,2023-09-10 11:51:17,2.35,2023-09-10 11:51:27,2.36,2023-09-10 11:51:27,2.38,2023-09-10 11:51:21,2.43,2023-09-10 11:51:16,2.45,2023-09-10 11:51:21,2.3,2023-09-10 11:51:16,0.0,1970-01-01,2.35,2023-09-10 11:51:21,2.38,2023-09-10 11:51:26,2.42,2023-09-10 11:51:29,2.38,2023-09-10 11:51:27,2.38,2023-09-10 11:51:21,2.38,2023-09-10 11:51:17,2.35,2023-09-10 11:51:16,2.33,2023-09-10 11:51:17,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:25:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 11:51:31,-93.48333333333333,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.371818181818181,2.45,2.3718181818181816,3.3
Seattle Seahawks,1.47,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 11:51:22,1.46,2023-09-10 11:50:59,1.44,2023-09-10 11:51:21,1.46,2023-09-10 11:51:27,1.47,2023-09-10 11:51:11,1.5,2023-09-10 11:50:48,1.53,2023-09-10 11:50:53,1.48,2023-09-10 11:51:17,1.43,2023-09-10 11:51:27,0.0,1970-01-01,1.44,2023-09-10 11:50:52,1.46,2023-09-10 11:50:27,1.48,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 11:51:27,1.47,2023-09-10 11:51:01,1.47,2023-09-10 11:51:26,1.51,2023-09-10 11:51:21,1.42,2023-09-10 11:51:27,1.47,2023-09-10 11:51:17,1.46,2023-09-10 11:51:27,1.46,2023-09-10 11:51:27,1.45,2023-09-10 11:51:21,1.49,2023-09-10 11:51:16,1.48,2023-09-10 11:51:21,1.5,2023-09-10 11:51:16,0.0,1970-01-01,1.45,2023-09-10 11:51:21,1.43,2023-09-10 11:51:26,1.44,2023-09-10 11:51:29,1.43,2023-09-10 11:51:27,1.43,2023-09-10 11:51:21,1.44,2023-09-10 11:51:17,1.45,2023-09-10 11:51:16,1.47,2023-09-10 11:51:17,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:25:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 11:51:31,-93.48333333333333,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4612121212121214,1.49,1.4612121212121212,2.0
Minnesota Vikings,1.59,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.65,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.52,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:51:34,1.55,2023-09-10 11:50:53,1.53,2023-09-10 11:51:17,1.61,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:51:34,1.58,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.6,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:51:27,1.45,2023-09-10 11:51:17,1.52,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.57,2023-09-10 11:51:21,1.56,2023-09-10 11:51:16,1.53,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.61,2023-09-10 11:51:26,1.6,2023-09-10 11:51:29,1.6,2023-09-10 11:51:27,1.56,2023-09-10 11:51:21,1.55,2023-09-10 11:51:17,1.45,2023-09-10 11:51:16,1.48,2023-09-10 11:51:17,NFC,North,b3763a6d678b9787e27cec3272252e24,2023-09-10 10:02:34,Minnesota VikingsTampa Bay Buccaneers2023-09-10,10,1.0,Sun,@,NFC,NFC,NFC,NFC,North,South,D,2023-09-10 11:51:44,109.16666666666667,0,Tampa Bay Buccaneers,NFC,NFC,North,South,1,1.5613043478260868,1.65,1.561304347826087,5.7
Cincinnati Bengals,4.2,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,5.25,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,4.65,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,5.5,2023-09-10 11:51:34,5.5,2023-09-10 11:51:35,4.05,2023-09-10 11:51:17,4.2,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,4.1,2023-09-10 11:51:34,4.5,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,4.2,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,4.1,2023-09-10 11:51:21,3.95,2023-09-10 11:51:27,4.15,2023-09-10 11:51:17,4.55,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,4.33,2023-09-10 11:51:21,4.63,2023-09-10 11:51:16,4.5,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,4.2,2023-09-10 11:51:26,4.2,2023-09-10 11:51:29,4.0,2023-09-10 11:51:27,4.2,2023-09-10 11:51:21,4.2,2023-09-10 11:51:17,4.0,2023-09-10 11:51:16,4.5,2023-09-10 11:51:17,AFC,North,35294c242bcfdb30c9f58dc6f68da6b2,2023-09-10 10:03:00,Cincinnati BengalsCleveland Browns2023-09-10,10,1.0,Sun,@,AFC,AFC,AFC,AFC,North,North,D,2023-09-10 11:51:44,108.73333333333333,0,Cleveland Browns,AFC,AFC,North,North,0,4.402500000000001,5.25,4.4025,19.3
New England Patriots,2.6,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.5,2023-09-10 11:51:22,2.5,2023-09-10 11:51:34,2.6,2023-09-10 11:51:21,2.5,2023-09-10 11:51:27,2.55,2023-09-10 11:51:11,2.45,2023-09-10 11:51:34,2.5,2023-09-10 11:51:35,2.6,2023-09-10 11:51:17,2.55,2023-09-10 11:51:27,0.0,1970-01-01,2.5,2023-09-10 11:51:34,2.54,2023-09-10 11:51:34,2.52,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.55,2023-09-10 11:51:27,2.5,2023-09-10 11:51:01,2.38,2023-09-10 11:51:26,2.7,2023-09-10 11:51:21,2.55,2023-09-10 11:51:27,2.5,2023-09-10 11:51:17,2.5,2023-09-10 11:51:27,2.46,2023-09-10 11:51:27,2.5,2023-09-10 11:51:21,2.62,2023-09-10 11:51:16,2.6,2023-09-10 11:51:21,2.45,2023-09-10 11:51:16,0.0,1970-01-01,2.5,2023-09-10 11:51:21,2.55,2023-09-10 11:51:26,2.6,2023-09-10 11:51:29,2.55,2023-09-10 11:51:27,2.55,2023-09-10 11:51:21,2.55,2023-09-10 11:51:17,2.5,2023-09-10 11:51:16,2.63,2023-09-10 11:51:17,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:25:00,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 11:51:44,-93.26666666666667,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.5348484848484842,2.63,2.5348484848484847,3.8
Tennessee Titans,1.69,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.69,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.72,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.67,2023-09-10 11:51:34,1.67,2023-09-10 11:51:35,1.69,2023-09-10 11:51:17,1.73,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.67,2023-09-10 11:51:34,1.71,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.67,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.7,2023-09-10 11:51:27,1.65,2023-09-10 11:51:17,1.72,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.73,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,1.69,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.73,2023-09-10 11:51:26,1.73,2023-09-10 11:51:29,1.72,2023-09-10 11:51:27,1.73,2023-09-10 11:51:21,1.67,2023-09-10 11:51:17,1.67,2023-09-10 11:51:16,1.67,2023-09-10 11:51:17,AFC,South,bbe791f371726d950a509d928f4c65cd,2023-09-10 10:02:00,New Orleans SaintsTennessee Titans2023-09-10,10,1.0,Sun,@,NFC,AFC,NFC,AFC,South,South,D,2023-09-10 11:51:44,109.73333333333333,0,New Orleans Saints,AFC,NFC,South,South,0,1.6963636363636363,1.73,1.6963636363636367,2.0
Green Bay Packers,2.0,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 11:51:22,1.99,2023-09-10 11:51:34,2.02,2023-09-10 11:51:21,2.01,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,2.0,2023-09-10 11:51:34,2.05,2023-09-10 11:51:35,1.95,2023-09-10 11:51:17,1.94,2023-09-10 11:51:27,0.0,1970-01-01,2.0,2023-09-10 11:51:34,1.98,2023-09-10 11:51:34,2.06,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.0,2023-09-10 11:51:27,1.99,2023-09-10 11:51:01,1.94,2023-09-10 11:51:26,2.06,2023-09-10 11:51:21,1.93,2023-09-10 11:51:27,2.0,2023-09-10 11:51:17,2.01,2023-09-10 11:51:27,2.0,2023-09-10 11:51:27,2.0,2023-09-10 11:51:21,2.02,2023-09-10 11:51:16,1.95,2023-09-10 11:51:21,2.0,2023-09-10 11:51:16,0.0,1970-01-01,2.0,2023-09-10 11:51:21,1.94,2023-09-10 11:51:26,2.02,2023-09-10 11:51:29,1.94,2023-09-10 11:51:27,1.94,2023-09-10 11:51:21,2.0,2023-09-10 11:51:17,2.0,2023-09-10 11:51:16,2.06,2023-09-10 11:51:17,NFC,North,54b900ff32cfc8ad40f4d856fc5a4985,2023-09-10 13:25:00,Chicago BearsGreen Bay Packers2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,North,North,D,2023-09-10 11:51:44,-93.26666666666667,0,Chicago Bears,NFC,NFC,North,North,0,1.9937500000000001,2.06,1.99375,3.3
Miami Dolphins,2.35,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.35,2023-09-10 11:51:22,2.39,2023-09-10 11:51:34,2.42,2023-09-10 11:51:21,2.35,2023-09-10 11:51:27,2.35,2023-09-10 11:51:11,2.3,2023-09-10 11:51:34,2.38,2023-09-10 11:51:35,2.4,2023-09-10 11:51:17,2.38,2023-09-10 11:51:27,0.0,1970-01-01,2.37,2023-09-10 11:51:34,2.3,2023-09-10 11:51:34,2.4,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.38,2023-09-10 11:51:27,2.39,2023-09-10 11:51:01,2.36,2023-09-10 11:51:26,2.46,2023-09-10 11:51:21,2.38,2023-09-10 11:51:27,2.32,2023-09-10 11:51:17,2.35,2023-09-10 11:51:27,2.36,2023-09-10 11:51:27,2.38,2023-09-10 11:51:21,2.43,2023-09-10 11:51:16,2.45,2023-09-10 11:51:21,2.3,2023-09-10 11:51:16,0.0,1970-01-01,2.35,2023-09-10 11:51:21,2.38,2023-09-10 11:51:26,2.42,2023-09-10 11:51:29,2.38,2023-09-10 11:51:27,2.38,2023-09-10 11:51:21,2.38,2023-09-10 11:51:17,2.35,2023-09-10 11:51:16,2.33,2023-09-10 11:51:17,AFC,East,d543cbc3d38bed6c7c727e3cabc1188e,2023-09-10 13:25:00,Los Angeles ChargersMiami Dolphins2023-09-10,13,1.0,Sun,@,AFC,AFC,AFC,AFC,West,East,D,2023-09-10 11:51:44,-93.26666666666667,0,Los Angeles Chargers,AFC,AFC,East,West,0,2.371818181818181,2.45,2.3718181818181816,3.3
Seattle Seahawks,1.47,2023-09-10 11:51:17,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 11:51:22,1.46,2023-09-10 11:51:34,1.44,2023-09-10 11:51:21,1.46,2023-09-10 11:51:27,1.47,2023-09-10 11:51:11,1.5,2023-09-10 11:51:34,1.53,2023-09-10 11:51:35,1.48,2023-09-10 11:51:17,1.43,2023-09-10 11:51:27,0.0,1970-01-01,1.44,2023-09-10 11:51:34,1.46,2023-09-10 11:51:34,1.48,2023-09-10 11:51:14,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.44,2023-09-10 11:51:27,1.47,2023-09-10 11:51:01,1.47,2023-09-10 11:51:26,1.51,2023-09-10 11:51:21,1.42,2023-09-10 11:51:27,1.47,2023-09-10 11:51:17,1.46,2023-09-10 11:51:27,1.46,2023-09-10 11:51:27,1.45,2023-09-10 11:51:21,1.49,2023-09-10 11:51:16,1.48,2023-09-10 11:51:21,1.5,2023-09-10 11:51:16,0.0,1970-01-01,1.45,2023-09-10 11:51:21,1.43,2023-09-10 11:51:26,1.44,2023-09-10 11:51:29,1.43,2023-09-10 11:51:27,1.43,2023-09-10 11:51:21,1.44,2023-09-10 11:51:17,1.45,2023-09-10 11:51:16,1.47,2023-09-10 11:51:17,NFC,West,d818062d65dfa411c269ee61943655cd,2023-09-10 13:25:00,Los Angeles RamsSeattle Seahawks2023-09-10,13,1.0,Sun,@,NFC,NFC,NFC,NFC,West,West,D,2023-09-10 11:51:44,-93.26666666666667,0,Los Angeles Rams,NFC,NFC,West,West,1,1.4612121212121214,1.49,1.4612121212121212,2.0
Minnesota Vikings,1.61,2023-09-10 11:52:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.65,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.52,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:51:34,1.55,2023-09-10 11:50:53,1.53,2023-09-10 11:52:00,1.61,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:52:05,1.62,2023-09-10 11:51:47,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.6,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,1.6,2023-09-10 11:51:27,1.57,2023-09-10 11:52:02,1.52,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.62,2023-09-10 11:52:05,1.56,2023-09-10 11:51:59,1.53,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.61,2023-09-10 11:51:26,1.6,2023-09-10 11:51:29,1.6,2023-09-10 11:51:27,1.56,2023-09-10 11:52:05,1.6,2023-09-10 11:52:00,1.5,2023-09-10 11:52:00,1.48,2023-09-10 11:51:17,NFC,North,b3763a6d678b9787e27cec3272252e24,2023-09-10 10:02:34,Minnesota VikingsTampa Bay Buccaneers2023-09-10,10,1.0,Sun,@,NFC,NFC,NFC,NFC,North,South,D,2023-09-10 11:52:08,109.56666666666666,0,Tampa Bay Buccaneers,NFC,NFC,North,South,1,1.5756521739130434,1.65,1.5756521739130436,4.7
Atlanta Falcons,1.69,2023-09-10 11:52:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.74,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,2.37,2023-09-10 11:49:55,0.0,1970-01-01 00:00:00,2.25,2023-09-10 11:51:34,2.25,2023-09-10 11:51:35,2.2,2023-09-10 11:52:00,2.23,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,1.62,2023-09-10 11:52:05,1.76,2023-09-10 11:51:47,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,1.7,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,2.18,2023-09-10 11:51:27,1.65,2023-09-10 11:52:02,1.59,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,1.65,2023-09-10 11:52:05,1.55,2023-09-10 11:37:52,1.0,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,2.23,2023-09-10 11:51:26,1.72,2023-09-10 11:51:29,2.2,2023-09-10 11:51:27,1.72,2023-09-10 11:52:05,1.62,2023-09-10 11:52:00,1.71,2023-09-10 11:52:00,2.3,2023-09-10 11:49:12,NFC,South,6c2d3077c50eece8e6a37742d1ac5756,2023-09-10 10:02:41,Atlanta FalconsCarolina Panthers2023-09-10,10,1.0,Sun,@,NFC,NFC,NFC,NFC,South,South,D,2023-09-10 11:52:08,109.45,0,Carolina Panthers,NFC,NFC,South,South,1,1.8665217391304347,2.3,1.8665217391304347,23.2
Cincinnati Bengals,3.7,2023-09-10 11:52:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,5.25,2023-09-10 11:51:22,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,4.65,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,5.5,2023-09-10 11:51:34,5.5,2023-09-10 11:51:35,4.05,2023-09-10 11:52:00,4.2,2023-09-10 11:51:27,0.0,1970-01-01,0.0,1970-01-01 00:00:00,3.7,2023-09-10 11:52:05,4.3,2023-09-10 11:51:47,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,4.2,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,0.0,1970-01-01 00:00:00,4.1,2023-09-10 11:51:21,3.95,2023-09-10 11:51:27,3.55,2023-09-10 11:52:02,4.55,2023-09-10 11:51:27,0.0,1970-01-01 00:00:00,3.8,2023-09-10 11:52:05,4.63,2023-09-10 11:51:59,4.5,2023-09-10 11:51:21,0.0,1970-01-01 00:00:00,0.0,1970-01-01,0.0,1970-01-01 00:00:00,4.2,2023-09-10 11:51:26,4.2,2023-09-10 11:51:29,4.0,2023-09-10 11:51:27,3.75,2023-09-10 11:52:05,3.7,2023-09-10 11:52:00,3.9,2023-09-10 11:52:00,4.5,2023-09-10 11:51:17,AFC,North,35294c242bcfdb30c9f58dc6f68da6b2,2023-09-10 10:03:00,Cincinnati BengalsCleveland Browns2023-09-10,10,1.0,Sun,@,AFC,AFC,AFC,AFC,North,North,D,2023-09-10 11:52:08,109.13333333333334,0,Cleveland Browns,AFC,AFC,North,North,0,4.265833333333334,5.25,4.265833333333333,23.1
New England Patriots,2.6,2023-09-10 11:52:00,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.5,2023-09-10 11:51:22,2.5,2023-09-10 11:52:06,2.6,2023-09-10 11:52:05,2.5,2023-09-10 11:51:27,2.55,2023-09-10 11:51:11,2.45,2023-09-10 11:51:34,2.5,2023-09-10 11:51:35,2.6,2023-09-10 11:52:00,2.55,2023-09-10 11:51:27,0.0,1970-01-01,2.5,2023-09-10 11:51:34,2.54,2023-09-10 11:52:05,2.52,2023-09-10 11:51:47,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,0.0,1970-01-01,2.55,2023-09-10 11:51:27,2.5,2023-09-10 11:52:08,2.38,2023-09-10 11:51:26,2.7,2023-09-10 11:52:05,2.55,2023-09-10 11:51:27,2.5,2023-09-10 11:52:02,2.5,2023-09-10 11:51:27,2.46,2023-09-10 11:51:27,2.5,2023-09-10 11:52:05,2.62,2023-09-10 11:51:59,2.6,2023-09-10 11:51:21,2.45,2023-09-10 11:51:59,0.0,1970-01-01,2.5,2023-09-10 11:52:05,2.55,2023-09-10 11:51:26,2.6,2023-09-10 11:51:29,2.55,2023-09-10 11:51:27,2.55,2023-09-10 11:52:05,2.55,2023-09-10 11:52:00,2.5,2023-09-10 11:52:00,2.63,2023-09-10 11:51:17,AFC,East,0a368c64b212ecbad4ec46f6ff6c1af2,2023-09-10 13:25:00,New England PatriotsPhiladelphia Eagles2023-09-10,13,1.0,Sun,@,AFC,NFC,AFC,NFC,East,East,D,2023-09-10 11:52:08,-92.86666666666666,0,Philadelphia Eagles,AFC,NFC,East,East,1,2.5348484848484842,2.63,2.5348484848484847,3.8
