date,away_team,PTS,home_team,PTS.1,winning_team,home_away_neutral,losing_team,team_1,team_2,home_team_conference,home_team_division,away_team_conference,away_team_division,team_1_division,team_2_division,team_1_conference,team_2_conference,day_of_week,time,compare_time,day_night,commence_date,my_game_id
1/27/2023,New Jersey Devils,3,Dallas Stars,2,New Jersey Devils,@,Dallas Stars,Dallas Stars,New Jersey Devils,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
1/27/2023,Los Angeles Kings,4,Florida Panthers,3,Los Angeles Kings,@,Florida Panthers,Florida Panthers,Los Angeles Kings,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
1/27/2023,Detroit Red Wings,0,New York Islanders,2,New York Islanders,,Detroit Red Wings,Detroit Red Wings,New York Islanders,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/27/2023,Vegas Golden Knights,1,New York Rangers,4,New York Rangers,,Vegas Golden Knights,New York Rangers,Vegas Golden Knights,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/27/2023,Calgary Flames,5,Seattle Kraken,2,Calgary Flames,@,Seattle Kraken,Calgary Flames,Seattle Kraken,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/27/2023,Ottawa Senators,6,Toronto Maple Leafs,2,Ottawa Senators,@,Toronto Maple Leafs,Ottawa Senators,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/27/2023,Columbus Blue Jackets,2,Vancouver Canucks,5,Vancouver Canucks,,Columbus Blue Jackets,Columbus Blue Jackets,Vancouver Canucks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/28/2023,Arizona Coyotes,1,Anaheim Ducks,2,Anaheim Ducks,,Arizona Coyotes,Anaheim Ducks,Arizona Coyotes,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2023,St. Louis Blues,2,Colorado Avalanche,4,Colorado Avalanche,,St. Louis Blues,Colorado Avalanche,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2023,Chicago Blackhawks,3,Edmonton Oilers,7,Edmonton Oilers,,Chicago Blackhawks,Chicago Blackhawks,Edmonton Oilers,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/28/2023,Boston Bruins,3,Florida Panthers,4,Florida Panthers,,Boston Bruins,Boston Bruins,Florida Panthers,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/28/2023,Buffalo Sabres,2,Minnesota Wild,3,Minnesota Wild,,Buffalo Sabres,Buffalo Sabres,Minnesota Wild,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
1/28/2023,Vegas Golden Knights,1,New York Islanders,2,New York Islanders,,Vegas Golden Knights,New York Islanders,Vegas Golden Knights,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/28/2023,Montreal Canadiens,0,Ottawa Senators,5,Ottawa Senators,,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
1/28/2023,San Jose Sharks,6,Pittsburgh Penguins,4,San Jose Sharks,@,Pittsburgh Penguins,Pittsburgh Penguins,San Jose Sharks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/28/2023,Columbus Blue Jackets,1,Seattle Kraken,3,Seattle Kraken,,Columbus Blue Jackets,Columbus Blue Jackets,Seattle Kraken,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/28/2023,Los Angeles Kings,2,Tampa Bay Lightning,5,Tampa Bay Lightning,,Los Angeles Kings,Los Angeles Kings,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
1/28/2023,Philadelphia Flyers,4,Winnipeg Jets,0,Philadelphia Flyers,@,Winnipeg Jets,Philadelphia Flyers,Winnipeg Jets,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
1/29/2023,Boston Bruins,1,Carolina Hurricanes,4,Carolina Hurricanes,,Boston Bruins,Boston Bruins,Carolina Hurricanes,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/29/2023,Washington Capitals,1,Toronto Maple Leafs,5,Toronto Maple Leafs,,Washington Capitals,Toronto Maple Leafs,Washington Capitals,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
1/30/2023,St. Louis Blues,2,Winnipeg Jets,4,Winnipeg Jets,,St. Louis Blues,St. Louis Blues,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
1/31/2023,Los Angeles Kings,4,Carolina Hurricanes,5,Carolina Hurricanes,,Los Angeles Kings,Carolina Hurricanes,Los Angeles Kings,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
1/31/2023,Washington Capitals,4,Columbus Blue Jackets,3,Washington Capitals,@,Columbus Blue Jackets,Columbus Blue Jackets,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
1/31/2023,Ottawa Senators,5,Montreal Canadiens,4,Ottawa Senators,@,Montreal Canadiens,Montreal Canadiens,Ottawa Senators,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/1/2023,Carolina Hurricanes,5,Buffalo Sabres,1,Carolina Hurricanes,@,Buffalo Sabres,Buffalo Sabres,Carolina Hurricanes,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/1/2023,Boston Bruins,5,Toronto Maple Leafs,2,Boston Bruins,@,Toronto Maple Leafs,Boston Bruins,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/6/2023,Minnesota Wild,2,Arizona Coyotes,3,Arizona Coyotes,,Minnesota Wild,Arizona Coyotes,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2023,Anaheim Ducks,2,Dallas Stars,3,Dallas Stars,,Anaheim Ducks,Anaheim Ducks,Dallas Stars,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/6/2023,Tampa Bay Lightning,1,Florida Panthers,7,Florida Panthers,,Tampa Bay Lightning,Florida Panthers,Tampa Bay Lightning,Eastern,Atlantic,Eastern,Atlantic,Atlantic,Atlantic,Eastern,Eastern,,,,,,
2/6/2023,Vancouver Canucks,4,New Jersey Devils,5,New Jersey Devils,,Vancouver Canucks,New Jersey Devils,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/6/2023,Calgary Flames,4,New York Rangers,5,New York Rangers,,Calgary Flames,Calgary Flames,New York Rangers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
2/6/2023,New York Islanders,2,Philadelphia Flyers,1,New York Islanders,@,Philadelphia Flyers,New York Islanders,Philadelphia Flyers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/7/2023,Anaheim Ducks,3,Chicago Blackhawks,2,Anaheim Ducks,@,Chicago Blackhawks,Anaheim Ducks,Chicago Blackhawks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/7/2023,Edmonton Oilers,5,Detroit Red Wings,2,Edmonton Oilers,@,Detroit Red Wings,Detroit Red Wings,Edmonton Oilers,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/7/2023,Vegas Golden Knights,5,Nashville Predators,1,Vegas Golden Knights,@,Nashville Predators,Nashville Predators,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/7/2023,Seattle Kraken,0,New York Islanders,4,New York Islanders,,Seattle Kraken,New York Islanders,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/7/2023,Colorado Avalanche,1,Pittsburgh Penguins,2,Pittsburgh Penguins,,Colorado Avalanche,Colorado Avalanche,Pittsburgh Penguins,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
2/7/2023,San Jose Sharks,4,Tampa Bay Lightning,3,San Jose Sharks,@,Tampa Bay Lightning,San Jose Sharks,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/8/2023,Minnesota Wild,1,Dallas Stars,4,Dallas Stars,,Minnesota Wild,Dallas Stars,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/8/2023,Vancouver Canucks,3,New York Rangers,4,New York Rangers,,Vancouver Canucks,New York Rangers,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/9/2023,Calgary Flames,1,Detroit Red Wings,2,Detroit Red Wings,,Calgary Flames,Calgary Flames,Detroit Red Wings,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/9/2023,San Jose Sharks,1,Florida Panthers,4,Florida Panthers,,San Jose Sharks,Florida Panthers,San Jose Sharks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/9/2023,Vegas Golden Knights,5,Minnesota Wild,1,Vegas Golden Knights,@,Minnesota Wild,Minnesota Wild,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/9/2023,Seattle Kraken,1,New Jersey Devils,3,New Jersey Devils,,Seattle Kraken,New Jersey Devils,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/9/2023,Vancouver Canucks,6,New York Islanders,5,Vancouver Canucks,@,New York Islanders,New York Islanders,Vancouver Canucks,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/9/2023,Edmonton Oilers,1,Philadelphia Flyers,2,Philadelphia Flyers,,Edmonton Oilers,Edmonton Oilers,Philadelphia Flyers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
2/9/2023,Colorado Avalanche,0,Tampa Bay Lightning,5,Tampa Bay Lightning,,Colorado Avalanche,Colorado Avalanche,Tampa Bay Lightning,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/10/2023,Pittsburgh Penguins,6,Anaheim Ducks,3,Pittsburgh Penguins,@,Anaheim Ducks,Anaheim Ducks,Pittsburgh Penguins,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
2/10/2023,Toronto Maple Leafs,3,Columbus Blue Jackets,0,Toronto Maple Leafs,@,Columbus Blue Jackets,Columbus Blue Jackets,Toronto Maple Leafs,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
2/10/2023,Arizona Coyotes,3,Chicago Blackhawks,4,Chicago Blackhawks,,Arizona Coyotes,Arizona Coyotes,Chicago Blackhawks,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/10/2023,Seattle Kraken,3,New York Rangers,6,New York Rangers,,Seattle Kraken,New York Rangers,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/11/2023,Washington Capitals,2,Boston Bruins,1,Washington Capitals,@,Boston Bruins,Boston Bruins,Washington Capitals,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/11/2023,Calgary Flames,7,Buffalo Sabres,2,Calgary Flames,@,Buffalo Sabres,Buffalo Sabres,Calgary Flames,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/11/2023,New York Rangers,6,Carolina Hurricanes,2,New York Rangers,@,Carolina Hurricanes,Carolina Hurricanes,New York Rangers,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/11/2023,Tampa Bay Lightning,3,Dallas Stars,1,Tampa Bay Lightning,@,Dallas Stars,Dallas Stars,Tampa Bay Lightning,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/11/2023,Vancouver Canucks,2,Detroit Red Wings,5,Detroit Red Wings,,Vancouver Canucks,Detroit Red Wings,Vancouver Canucks,Eastern,Atlantic,Western,Central,Atlantic,Central,Eastern,Western,,,,,,
2/11/2023,Colorado Avalanche,5,Florida Panthers,3,Colorado Avalanche,@,Florida Panthers,Colorado Avalanche,Florida Panthers,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/11/2023,Pittsburgh Penguins,0,Los Angeles Kings,6,Los Angeles Kings,,Pittsburgh Penguins,Los Angeles Kings,Pittsburgh Penguins,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
2/11/2023,New Jersey Devils,2,Minnesota Wild,3,Minnesota Wild,,New Jersey Devils,Minnesota Wild,New Jersey Devils,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
2/11/2023,New York Islanders,3,Montreal Canadiens,4,Montreal Canadiens,,New York Islanders,Montreal Canadiens,New York Islanders,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/11/2023,Edmonton Oilers,6,Ottawa Senators,3,Edmonton Oilers,@,Ottawa Senators,Edmonton Oilers,Ottawa Senators,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/11/2023,Nashville Predators,2,Philadelphia Flyers,1,Nashville Predators,@,Philadelphia Flyers,Nashville Predators,Philadelphia Flyers,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
2/11/2023,Arizona Coyotes,5,St. Louis Blues,6,St. Louis Blues,,Arizona Coyotes,Arizona Coyotes,St. Louis Blues,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/11/2023,Columbus Blue Jackets,4,Toronto Maple Leafs,3,Columbus Blue Jackets,@,Toronto Maple Leafs,Columbus Blue Jackets,Toronto Maple Leafs,Eastern,Atlantic,Eastern,Metropolitan,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
2/11/2023,Chicago Blackhawks,1,Winnipeg Jets,4,Winnipeg Jets,,Chicago Blackhawks,Chicago Blackhawks,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/12/2023,Edmonton Oilers,2,Montreal Canadiens,6,Montreal Canadiens,,Edmonton Oilers,Edmonton Oilers,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/12/2023,Seattle Kraken,4,Philadelphia Flyers,3,Seattle Kraken,@,Philadelphia Flyers,Philadelphia Flyers,Seattle Kraken,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/12/2023,Anaheim Ducks,2,Vegas Golden Knights,7,Vegas Golden Knights,,Anaheim Ducks,Anaheim Ducks,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/12/2023,San Jose Sharks,4,Washington Capitals,1,San Jose Sharks,@,Washington Capitals,San Jose Sharks,Washington Capitals,Eastern,Metropolitan,Western,Central,Central,Metropolitan,Western,Eastern,,,,,,
2/13/2023,Buffalo Sabres,2,Los Angeles Kings,5,Los Angeles Kings,,Buffalo Sabres,Buffalo Sabres,Los Angeles Kings,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/13/2023,Florida Panthers,2,Minnesota Wild,1,Florida Panthers,@,Minnesota Wild,Florida Panthers,Minnesota Wild,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/13/2023,Arizona Coyotes,4,Nashville Predators,2,Arizona Coyotes,@,Nashville Predators,Arizona Coyotes,Nashville Predators,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/13/2023,Calgary Flames,3,Ottawa Senators,4,Ottawa Senators,,Calgary Flames,Calgary Flames,Ottawa Senators,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/13/2023,Detroit Red Wings,6,Vancouver Canucks,1,Detroit Red Wings,@,Vancouver Canucks,Detroit Red Wings,Vancouver Canucks,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/14/2023,New Jersey Devils,3,Columbus Blue Jackets,2,New Jersey Devils,@,Columbus Blue Jackets,Columbus Blue Jackets,New Jersey Devils,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/14/2023,Tampa Bay Lightning,4,Colorado Avalanche,3,Tampa Bay Lightning,@,Colorado Avalanche,Colorado Avalanche,Tampa Bay Lightning,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/14/2023,Boston Bruins,3,Dallas Stars,2,Boston Bruins,@,Dallas Stars,Boston Bruins,Dallas Stars,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/14/2023,Chicago Blackhawks,0,Montreal Canadiens,4,Montreal Canadiens,,Chicago Blackhawks,Chicago Blackhawks,Montreal Canadiens,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/14/2023,Ottawa Senators,3,New York Islanders,2,Ottawa Senators,@,New York Islanders,New York Islanders,Ottawa Senators,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
2/14/2023,Pittsburgh Penguins,3,San Jose Sharks,1,Pittsburgh Penguins,@,San Jose Sharks,Pittsburgh Penguins,San Jose Sharks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/14/2023,Florida Panthers,2,St. Louis Blues,6,St. Louis Blues,,Florida Panthers,Florida Panthers,St. Louis Blues,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/14/2023,Seattle Kraken,2,Winnipeg Jets,3,Winnipeg Jets,,Seattle Kraken,Seattle Kraken,Winnipeg Jets,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/14/2023,Carolina Hurricanes,3,Washington Capitals,2,Carolina Hurricanes,@,Washington Capitals,Carolina Hurricanes,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/15/2023,Buffalo Sabres,7,Anaheim Ducks,3,Buffalo Sabres,@,Anaheim Ducks,Anaheim Ducks,Buffalo Sabres,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/15/2023,Tampa Bay Lightning,0,Arizona Coyotes,1,Arizona Coyotes,,Tampa Bay Lightning,Arizona Coyotes,Tampa Bay Lightning,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/15/2023,Detroit Red Wings,5,Edmonton Oilers,4,Detroit Red Wings,@,Edmonton Oilers,Detroit Red Wings,Edmonton Oilers,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/15/2023,Colorado Avalanche,3,Minnesota Wild,2,Colorado Avalanche,@,Minnesota Wild,Colorado Avalanche,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/15/2023,Chicago Blackhawks,2,Toronto Maple Leafs,5,Toronto Maple Leafs,,Chicago Blackhawks,Chicago Blackhawks,Toronto Maple Leafs,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/15/2023,New York Rangers,6,Vancouver Canucks,4,New York Rangers,@,Vancouver Canucks,New York Rangers,Vancouver Canucks,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/16/2023,Montreal Canadiens,2,Carolina Hurricanes,6,Carolina Hurricanes,,Montreal Canadiens,Carolina Hurricanes,Montreal Canadiens,Eastern,Metropolitan,Eastern,Atlantic,Metropolitan,Atlantic,Eastern,Eastern,,,,,,
2/16/2023,Winnipeg Jets,1,Columbus Blue Jackets,3,Columbus Blue Jackets,,Winnipeg Jets,Columbus Blue Jackets,Winnipeg Jets,Eastern,Metropolitan,Western,Central,Metropolitan,Central,Eastern,Western,,,,,,
2/16/2023,Detroit Red Wings,5,Calgary Flames,2,Detroit Red Wings,@,Calgary Flames,Calgary Flames,Detroit Red Wings,Western,Central,Eastern,Atlantic,Central,Atlantic,Western,Eastern,,,,,,
2/16/2023,Boston Bruins,5,Nashville Predators,0,Boston Bruins,@,Nashville Predators,Boston Bruins,Nashville Predators,Western,Central,Eastern,Atlantic,Atlantic,Central,Eastern,Western,,,,,,
2/16/2023,Philadelphia Flyers,2,Seattle Kraken,6,Seattle Kraken,,Philadelphia Flyers,Philadelphia Flyers,Seattle Kraken,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/16/2023,New Jersey Devils,2,St. Louis Blues,4,St. Louis Blues,,New Jersey Devils,New Jersey Devils,St. Louis Blues,Western,Central,Eastern,Metropolitan,Metropolitan,Central,Eastern,Western,,,,,,
2/16/2023,San Jose Sharks,1,Vegas Golden Knights,2,Vegas Golden Knights,,San Jose Sharks,San Jose Sharks,Vegas Golden Knights,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/16/2023,Florida Panthers,6,Washington Capitals,3,Florida Panthers,@,Washington Capitals,Florida Panthers,Washington Capitals,Eastern,Metropolitan,Eastern,Atlantic,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/17/2023,Los Angeles Kings,6,Anaheim Ducks,3,Los Angeles Kings,@,Anaheim Ducks,Anaheim Ducks,Los Angeles Kings,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/17/2023,New York Rangers,5,Edmonton Oilers,4,New York Rangers,@,Edmonton Oilers,Edmonton Oilers,New York Rangers,Western,Central,Eastern,Metropolitan,Central,Metropolitan,Western,Eastern,,,,,,
2/17/2023,Dallas Stars,1,Minnesota Wild,2,Minnesota Wild,,Dallas Stars,Dallas Stars,Minnesota Wild,Western,Central,Western,Central,Central,Central,Western,Western,,,,,,
2/17/2023,Pittsburgh Penguins,4,New York Islanders,5,New York Islanders,,Pittsburgh Penguins,New York Islanders,Pittsburgh Penguins,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
2/17/2023,Chicago Blackhawks,4,Ottawa Senators,3,Chicago Blackhawks,@,Ottawa Senators,Chicago Blackhawks,Ottawa Senators,Eastern,Atlantic,Western,Central,Central,Atlantic,Western,Eastern,,,,,,
2/18/2023,New York Islanders,2,Boston Bruins,6,Boston Bruins,,New York Islanders,Boston Bruins,New York Islanders,Eastern,Atlantic,Eastern,Metropolitan,Atlantic,Metropolitan,Eastern,Eastern,,,,,,
2/18/2023,Washington Capitals,1,Carolina Hurricanes,4,Carolina Hurricanes,,Washington Capitals,Carolina Hurricanes,Washington Capitals,Eastern,Metropolitan,Eastern,Metropolitan,Metropolitan,Metropolitan,Eastern,Eastern,,,,,,
